#KM3NeT, Nature 638, 376 (2025) - KM3-230213A ultra-high-energy neutrino event
#Neutrino energy 220 PeV, 90% CI [72 PeV, 2.6 EeV]
#Single-flavour E^2 Phi = 5.8 (+10.1/-3.7) x 1e-8 GeV cm^-2 s^-1 sr^-1
#energy_central,energy_lower,energy_upper,flux_central,flux_lower,flux_upper
2.2e8,7.2e7,2.6e9,5.8,2.1,15.9
